1.950000000000000000e+02,2.276150469999999870e-01,2.276668548583984375e-01
4.400000000000000000e+01,5.811025599999999902e-02,1.091284453868865967e-01
3.000000000000000000e+00,3.687260199999999738e-02,3.059170953929424286e-02
1.680000000000000000e+02,1.902259900000000115e-01,2.637221813201904297e-01
1.120000000000000000e+02,0.000000000000000000e+00,1.936807855963706970e-02
1.800000000000000000e+01,2.491033629999999943e-01,2.538528144359588623e-01
2.800000000000000000e+01,3.219496539999999740e-01,2.554041147232055664e-01
5.700000000000000000e+01,1.927124960000000109e-01,2.132878899574279785e-01
6.700000000000000000e+01,2.875298609999999977e-01,2.434160858392715454e-01
1.330000000000000000e+02,5.004076400000000147e-02,1.408627536147832870e-02
2.210000000000000000e+02,2.822418660000000079e-01,2.695468664169311523e-01
1.130000000000000000e+02,0.000000000000000000e+00,1.616095304489135742e-01
1.200000000000000000e+01,3.108683520000000144e-01,3.573287427425384521e-01
1.720000000000000000e+02,4.608205140000000144e-01,4.422569274902343750e-01
1.760000000000000000e+02,4.745588210000000196e-01,3.966260254383087158e-01
3.500000000000000000e+01,3.985322170000000219e-01,4.374821782112121582e-01
1.080000000000000000e+02,1.967378959999999954e-01,1.869757473468780518e-01
1.160000000000000000e+02,2.364448819999999951e-01,1.985381692647933960e-01
1.890000000000000000e+02,3.653726840000000031e-01,3.300858139991760254e-01
1.370000000000000000e+02,2.271695890000000051e-01,9.596652537584304810e-02
1.110000000000000000e+02,0.000000000000000000e+00,9.527558460831642151e-03
1.590000000000000000e+02,3.214470300000000225e-01,3.873001635074615479e-01
5.300000000000000000e+01,2.487454590000000021e-01,2.347475886344909668e-01
2.000000000000000000e+01,0.000000000000000000e+00,5.559736862778663635e-02
9.000000000000000000e+01,2.056003660000000066e-01,2.721581459045410156e-01
1.540000000000000000e+02,6.185404999999999723e-03,4.160469397902488708e-02
2.000000000000000000e+02,2.313174229999999942e-01,6.095376238226890564e-02
6.500000000000000000e+01,2.751222300000000232e-01,2.504996061325073242e-01
6.300000000000000000e+01,2.226252519999999957e-01,3.103252351284027100e-01
4.600000000000000000e+01,2.493221919999999980e-01,3.469229340553283691e-01
3.300000000000000000e+01,3.973555480000000029e-01,4.140048027038574219e-01
1.200000000000000000e+02,2.416823389999999960e-01,1.195912659168243408e-01
1.300000000000000000e+01,2.703673090000000001e-01,3.146459460258483887e-01
4.200000000000000000e+01,3.332730839999999972e-01,3.762594163417816162e-01
1.430000000000000000e+02,4.795707599999999848e-01,3.720727264881134033e-01
2.220000000000000000e+02,2.190805180000000019e-01,2.718640863895416260e-01
1.650000000000000000e+02,1.652682070000000003e-01,1.779709011316299438e-01
1.870000000000000000e+02,1.889623900000000079e-01,1.958690434694290161e-01
1.100000000000000000e+02,1.289631420000000028e-01,1.539518237113952637e-01
1.290000000000000000e+02,9.011959299999999784e-02,8.251695334911346436e-02
7.900000000000000000e+01,2.097121969999999891e-01,5.274976491928100586e-01
1.600000000000000000e+01,2.446649840000000020e-01,2.825871109962463379e-01
1.790000000000000000e+02,1.358068689999999967e-01,2.209569364786148071e-01
5.800000000000000000e+01,2.661508550000000195e-01,3.196206092834472656e-01
1.730000000000000000e+02,2.111667570000000105e-01,2.764587402343750000e-01
6.000000000000000000e+01,1.437413029999999869e-01,1.383913904428482056e-01
1.930000000000000000e+02,4.244817499999999771e-02,4.195024445652961731e-02
8.200000000000000000e+01,2.417416400000000076e-01,4.079935848712921143e-01
3.600000000000000000e+01,3.538581499999999824e-01,3.896507024765014648e-01
2.300000000000000000e+01,4.885321799999999687e-02,5.431363731622695923e-02
7.300000000000000000e+01,2.393365289999999923e-01,1.985390037298202515e-01
1.580000000000000000e+02,3.407164579999999998e-01,4.016295075416564941e-01
4.400000000000000000e+01,5.811025599999999902e-02,1.151837110519409180e-01
7.200000000000000000e+01,5.589182489999999781e-01,3.866528272628784180e-01
2.000000000000000000e+00,3.977266449999999898e-01,3.560151457786560059e-01
1.600000000000000000e+02,4.045452990000000248e-01,2.678860723972320557e-01
2.200000000000000000e+02,3.332770500000000191e-01,2.516279518604278564e-01
2.180000000000000000e+02,2.245201900000000084e-01,2.966527938842773438e-01
1.470000000000000000e+02,2.502108999999999930e-02,1.135583668947219849e-01
8.000000000000000000e+00,2.535618989999999795e-01,3.019610941410064697e-01
7.600000000000000000e+01,2.013343850000000046e-01,2.637972235679626465e-01
2.400000000000000000e+01,1.907180069999999950e-01,2.092313170433044434e-01
